GeneSymbol	NCBIid
FDPSP2	619190
RPS4Y1	6192
SCART1	619207
FAM229B	619208
ZNF704	619279
RPS5	6193
LINC01298	619344
LINC00589	619351
MBOAT4	619373
SCARNA9	619383
RPS6	6194
FAM85A	619423
LINC00051	619434
SPANXA2-OT1	619455
SNORD74	619498
SNORA27	619499
RPS6KA1	6195
SNORA21	619505
SSBP3-AS1	619518
MIR483	619552
MIR484	619553
MIR486-1	619554
MIR487A	619555
MIR455	619556
SNORA3A	619562
SNORA7A	619563
SNORD72	619564
SNORA52	619565
SNORD2	619567
SNORA4	619568
SNORA41	619569
SNORD95	619570
SNORD96A	619571
RPS6KA2	6196
RPS6KA3	6197
RPS6KB1	6198
RPS6KB2	6199
RPS7	6201
RPS8	6202
RPS9	6203
RPS10	6204
RPS11	6205
RPS12	6206
RPS13	6207
RPS14	6208
RPS15	6209
RPS15A	6210
RPS16	6217
RPS17	6218
BDH1	622
RPS18	6222
RPS19	6223
RPS20	6224
RPS21	6227
RPS23	6228
RPS24	6229
BDKRB1	623
RPS25	6230
RPS26	6231
RPS27	6232
RPS27A	6233
RPS28	6234
RPS29	6235
RRAD	6236
RRAS	6237
RRBP1	6238
RREB1	6239
BDKRB2	624
RRM1	6240
RRM2	6241
RTKN	6242
RS1	6247
RSC1A1	6248
CLIP1	6249
RSU1	6251
RTN1	6252
RTN2	6253
RXRA	6256
RXRB	6257
RXRG	6258
RYK	6259
RYR1	6261
RYR2	6262
RYR3	6263
BDNF	627
S100A1	6271
SORT1	6272
S100A2	6273
S100A3	6274
S100A4	6275
S100A5	6276
S100A6	6277
S100A7	6278
S100A8	6279
S100A9	6280
S100A10	6281
S100A11	6282
S100A12	6283
S100A13	6284
S100B	6285
S100P	6286
SAA1	6288
SAA2	6289
CFB	629
SAA3P	6290
SAA4	6291
VPS52	6293
SAFB	6294
SAG	6295
ACSM3	6296
SALL2	6297
SALL1	6299
MAPK12	6300
SARS	6301
TSPAN31	6302
SLC22A23	63027
SAT1	6303
BCORL1	63035
CELA2A	63036
SATB1	6304
SBF1	6305
MSMO1	6307
SC5D	6309
BFSP1	631
ATXN1	6310
ATXN2	6311
ATXN7	6314
ATXN8OS	6315
SERPINB3	6317
SERPINB4	6318
SCD	6319
BGLAP	632
CLEC11A	6320
SCML1	6322
SCN1A	6323
SCN1B	6324
SCN2A	6326
SCN2B	6327
SCN3A	6328
SCN4A	6329
BGN	633
SCN4B	6330
SCN5A	6331
SCN7A	6332
SCN8A	6334
SCN9A	6335
SCN10A	6336
SCNN1A	6337
SCNN1B	6338
SCNN1D	6339
CEACAM1	634
SCNN1G	6340
SCO1	6341
SCP2	6342
SCT	6343
SCTR	6344
SRL	6345
CCL1	6346
CCL2	6347
CCL3	6348
CCL3L1	6349
BHMT	635
CCL4	6351
CCL5	6352
CCL7	6354
CCL8	6355
CCL11	6356
CCL13	6357
CCL14	6358
CCL15	6359
BICD1	636
CCL16	6360
CCL17	6361
CCL18	6362
CCL19	6363
CCL20	6364
CCL21	6366
CCL22	6367
CCL23	6368
CCL24	6369
BID	637
CCL25	6370
CXCL6	6372
CXCL11	6373
CXCL5	6374
XCL1	6375
CX3CL1	6376
BIK	638
SDC1	6382
SRR	63826
BCAN	63827
SDC2	6383
SDC4	6385
SDCBP	6386
CXCL12	6387
ABHD4	63874
MRPL17	63875
PKNOX2	63876
FAM204A	63877
SDF2	6388
SDHA	6389
RNF123	63891
THADA	63892
UBE2O	63893
VIPAS39	63894
PIEZO2	63895
HEATR6	63897
SH2D4A	63898
NSUN3	63899
PRDM1	639
SDHB	6390
FAM111A	63901
DUSP21	63904
MANBAL	63905
GPATCH3	63906
NAPB	63908
SDHC	6391
SLC17A9	63910
LINC01590	63914
BLOC1S5	63915
ELMO2	63916
GALNT11	63917
SDHD	6392
ZBED8	63920
CHTF18	63922
TNN	63923
CIDEC	63924
ZNF335	63925
ANKEF1	63926
CHP2	63928
XPNPEP3	63929
LINC01749	63930
MRPS14	63931
CXorf56	63932
MCUR1	63933
ZNF667	63934
PCIF1	63935
FAM217B	63939
GPSM3	63940
NECAB3	63941
FKBPL	63943
DMRTC2	63946
DMRTC1	63947
DMRTB1	63948
DMRTA2	63950
DMRTA1	63951
SEC13	6396
CLSPN	63967
SEC14L1	6397
TP53AIP1	63970
KIF13A	63971
NEUROG2	63973
NEUROD6	63974
PRDM16	63976
PRDM15	63977
PRDM14	63978
FIGNL1	63979
SECTM1	6398
ANO3	63982
TRAPPC2	6399
BLK	640
SEL1L	6400
PCGEM1	64002
MYO1G	64005
SELE	6401
SELL	6402
SELP	6403
SELPLG	6404
SEMA3F	6405
SEMG1	6406
TSPYL2	64061
RBM26	64062
PRSS22	64063
OXCT2	64064
PERP	64065
MMP27	64066
NPAS3	64067
SEMG2	6407
CDH23	64072
C19orf33	64073
LHPP	64077
SLC28A3	64078
RBKS	64080
PBLD	64081
GOLPH3	64083
CLSTN2	64084
MCCC2	64087
SNX16	64089
GAL3ST2	64090
POPDC2	64091
SAMSN1	64092
SMOC1	64093
SMOC2	64094
GFRA4	64096
EPB41L4A	64097
PARVG	64098
BLM	641
ELSPBP1	64100
LRRC4	64101
TNMD	64102
CENPK	64105
NPFFR1	64106
RTP4	64108
CRLF2	64109
MAGEF1	64110
NPVF	64111
MOAP1	64112
TMBIM1	64114
VSIR	64115
SLC39A8	64116
DUS1L	64118
RRAGC	64121
FN3K	64122
ADGRL4	64123
NOD2	64127
TINAGL1	64129
SMG1P1	641298
LIN7B	64130
XYLT1	64131
RPL31P11	641311
XYLT2	64132
ZNF674	641339
IFIH1	64135
SLC7A11-AS1	641364
LINC00616	641365
LOC641367	641367
ABCG4	64137
ACOT1	641371
ACOT6	641372
NRON	641373
TMEM75	641384
SELENOP	6414
RBSN	64145
SNORA19	641451
POTEM	641455
PDF	64146
TSC22D1-AS1	641467
KIF9	64147
C17orf75	64149
SELENOW	6415
DIO3OS	64150
NCAPG	64151
MGAT4EP	641515
KC6	641516
DEFB109B	641517
LEF1-AS1	641518
MAP2K4	6416
SNHG6	641638
SNORD87	641648
TMEM91	641649
HEPN1	641654
ERAP2	64167
NECAB1	64168
CARD9	64170
ECSCR	641700
FAM138F	641702
OSGEPL1	64172
DPEP2	64174
LOC641746	641746
P3H1	64175
SPDYE14P	641776
SET	6418
DPEP3	64180
FAM185BP	641808
EDDM3B	64184
SETMAR	6419
SEPT7P2	641977
BLMH	642
GUSBP10	642006
IRF2BPL	64207
POPDC3	64208
SFPQ	6421
MMS19	64210
LHX5	64211
LOC642131	642131
DNAJC1	64215
TFB2M	64216
SEMA4A	64218
PJA1	64219
SFRP1	6422
STRA6	64220
ROBO3	64221
TOR3A	64222
MLST8	64223
FRG1JP	642236
HERPUD2	64224
ATL2	64225
FAM110C	642273
ZNF876P	642280
SFRP2	6423
MS4A6A	64231
MS4A5	64232
MIR4500HG	642345
PDLIM2	64236
LOC642361	642361
LOC642366	642366
ADARB2-AS1	642394
SFRP4	6424
ABCG5	64240
GOLGA6L17P	642402
ABCG8	64241
LINC02297	642426
TRIM64B	642446
MROH6	642475
LOC642484	642484
SFRP5	6425
PRRT1B	642515
AGAP9	642517
POU5F1P3	642559
TRIM53AP	642569
IQANK1	642574
MIR205HG	642587
AKAIN1	642597
SRSF1	6426
TRIM49C	642612
UBTFL1	642623
FAM230B	642633
RAD21L1	642636
FAM230E	642643
LOC642648	642648
SCX	642658
LOC642696	642696
SRSF2	6427
TBC1D22A-AS1	642757
DANT2	642776
NPIPA3	642778
NPIPA2	642799
SRSF3	6428
ZNF487	642819
TENT4B	64282
BMS1P2	642826
ARHGEF28	64283
RAB17	64284
CPSF4L	642843
LOC642846	642846
RHBDF1	64285
LOC642852	642852
SPATA42	642864
ZSCAN31	64288
SRSF4	6429
LINC00535	642924
LOC642929	642929
CERNA2	642934
INSYN2	642938
LOC642943	642943
FLVCR1-DT	642946
FAM163B	642968
GRIK1-AS1	642976
TMEM232	642987
CXCR5	643
SRSF5	6430
SMIM5	643008
SLED1	643036
C11orf97	643037
LOC643072	643072
SRSF6	6431
ZC3H11B	643136
SMIM15	643155
CYMP	643160
FAM25A	643161
NOC3L	64318
CCT6P3	643180
FBRS	64319
SRSF7	6432
RNF25	64320
LOC643201	643201
SOX17	64321
TUBBP5	643224
GRXCR2	643226
TMEM72	643236
NSD1	64324
MAP1LC3B2	643246
CCT6P1	643253
COP1	64326
LMBR1	64327
XPO4	64328
SFSWAP	6433
CT47B1	643311
KIAA0754	643314
NFKBIZ	64332
LOC643327	643327
ARHGAP9	64333
ECRP	643332
C15orf62	643338
LOC643339	643339
LINC01750	643355
LINC00452	643365
BTBD18	643376
TMEM253	643382
LOC643387	643387
SPINK9	643394
TRA2B	6434
PURPL	643401
LOC643406	643406
LIPK	643414
LIPN	643418
HS1BP3	64342
AZI2	64343
TSG1	643432
HIF3A	64344
LOC643441	643441
FAM25E	643479
BRDTP1	643486
LINC00865	643529
LOC643542	643542
NXN	64359
RNF224	643596
LINC02523	643623
ZNF862	643641
LINC01189	643648
LINC00842	643650
SLC35G6	643664
CCER2	643669
CCDC168	643677
MS4A4E	643680
GOLGA8N	643699
GOLGA6L4	643707
LOC643711	643711
CASC16	643714
SCGB1B2P	643719
LYPLAL1-DT	643723
CASP17P	643733
SIL1	64374
TRAF3IP2-AS1	643749
IKZF4	64375
IKZF5	64376
NKAIN3-IT1	643763
CHST8	64377
LINC02453	643770
USP46-AS1	643783
LOC643802	643802
KRTAP24-1	643803
KRTAP27-1	643812
CNTNAP3P2	643827
PGA3	643834
ZFP62	643836
LINC01128	643837
PGA4	643847
TMPPE	643853
CTAGE9	643854
MMP25	64386
SPDYE10P	643862
CBLN3	643866
GREM2	64388
SFTPB	6439
RNF222	643904
CRNDE	643911
ZMAT3	64393
GMCL1	64395
ZNF733P	643955
GMCL2	64396
TMEM88B	643965
ZNF106	64397
FLJ32255	643977
MPP5	64398
FNDC10	643988
HHIP	64399
BLVRA	644
SFTPC	6440
AKTIP	64400
CBWD6	644019
CDH24	64403
C18orf63	644041
CDH22	64405
LINC01529	644050
FAM25C	644054
RPS14P3	644068
RGS18	64407
GSG1L2	644070
GLYCAM1	644076
GALNT17	64409
LOC644090	644090
HCG2040054	644093
SDHAF1	644096
SFTPD	6441
KLHL25	64410
ARL14EPL	644100
ARAP3	64411
GZF1	64412
RPL23AP53	644128
LOC644135	644135
PIRT	644139
EXOC1L	644145
WIPF3	644150
BCRP3	644165
DRGX	644168
TMEM267	64417
MAPK8IP1P2	644172
TMEM168	64418
SYCE3	644186
LOC644189	644189
MTMR14	64419
NR2F2-AS1	644192
SGCA	6442
SUSD1	64420
DCLRE1C	64421
LOC644215	644215
ATG3	64422
INF2	64423
LINC00622	644242
KANSL1-AS1	644246
SNCA-AS1	644248
POLR1E	64425
SUDS3	64426
TTC31	64427
LOC644277	644277
CIAO3	64428
LOC644285	644285
ZDHHC6	64429
FAM215B	644297
SGCB	6443
PCNX4	64430
ACTR6	64431
MT1IP	644314
FLJ43315	644316
MRPS25	64432
LINC00244	64433
NOM1	64434
ZCCHC18	644353
SGCD	6444
DEFB131A	644414
TMEM30CP	644444
DNAI2	64446
SGCG	6445
RPL13AP6	644511
NKX2-4	644524
SMIM10	644538
LOC644554	644554
PPIAL4G	644591
SMIM10L2B	644596
SGK1	6446
INTS4P2	644619
TPTE2P2	644623
LOC644634	644634
APOOP5	644649
LOC644656	644656
RAD21-AS1	644660
LOC644669	644669
CLDN25	644672
CDRT15P2	644694
SCG5	6447
LIMD1-AS1	644714
SAGE2P	644717
TMPRSS11GP	644759
LOC644762	644762
CSMD1	64478
LINC02604	644794
SGSH	6448
C15orf56	644809
FAM83G	644815
LINC01829	644838
PHGR1	644844
NBPF13P	644861
LINC01184	644873
MEIG1	644890
SGTA	6449
GCC2-AS1	644903
LINC02315	644919
LINC00235	64493
LOC644936	644936
RASSF10	644943
KRT16P3	644945
ACTG1P20	644961
TNRC18P1	644962
ALG1L2	644974
TPSB2	64499
THRB-AS1	644990
SMIM23	644994
PIK3CD-AS1	644997
BLVRB	645
SH3BGR	6450
EVPLL	645027
NFIA-AS1	645030
GAGE13	645051
CPEB1	64506
GAGE12G	645073
ZCCHC23	645078
SH3BGRL	6451
CLRN2	645104
CCNI2	645121
PPIAL4D	645142
CBX3P2	645158
LSP1P5	645166
LOC645177	645177
TEKT3	64518
LOC645188	645188
LINGO3	645191
SH3BP2	6452
LOC645202	645202
LINC00693	645206
EIF3J-DT	645212
MNX1-AS1	645249
LOC645261	645261
ITSN1	6453
LINC01896	645321
LINC00461	645323
FAM86C2P	645332
SNRPD2P2	645339
PRAMEF36P	645354
MIR3976HG	645355
PRAMEF26	645359
GGT8P	645367
TMEM200C	645369
PRAMEF33	645382
USP17L4	645402
PRAMEF19	645414
PRAMEF20	645425
TMEM191C	645426
FUT8-AS1	645431
ARRDC5	645432
LINC01625	645434
CEP170P1	645455
LOC645485	645485
SH3GL1	6455
LOC645513	645513
FAM138A	645520
FAM238A	645528
IGFL2-AS1	645553
LHFPL3-AS1	645591
SH3GL2	6456
WFDC21P	645638
FLJ42627	645644
ASH1L-AS1	645676
POU5F1P4	645682
RPL13AP3	645683
LINC00520	645687
SH3GL3	6457
ZNF890P	645700
MT1HL1	645745
LOC645752	645752
ALDH8A1	64577
ANKRD36BP2	645784
NDST4	64579
SH3GL1P1	6458
CLEC7A	64581
CCDC154	645811
GPR135	64582
SEBOX	645832
USP17L3	645836
TMEM14EP	645843
MAGEB17	645864
RPS7P5	645884
SH3GL1P2	6459
TSPY2	64591
RBMY3AP	64593
LINC01822	645949
TTTY15	64595
SVIL2P	645954
RPS18P9	645958
SPATA31C2	645961
LOC645967	645967
PABPC1L2B	645974
MOSPD3	64598
GIGYF1	64599
NAP1L6	645996
BNC1	646
PLA2G2F	64600
SLC35G4	646000
VPS16	64601
CBY3	646019
ADORA2A-AS1	646023
RAET1K	646024
LOC646029	646029
LOC646030	646030
POM121L10P	646074
CHEK2P2	646096
SHB	6461
LINC00643	646113
LOC646127	646127
LRRC77P	646168
C16orf90	646174
SHBG	6462
BASP1P1	646201
LOC646214	646214
LINC02223	646241
CXADRP2	646243
LACTBL1	646262
LINC01704	646268
PDCD6IPP2	646278
AZGP1P1	646282
COL6A4P2	646300
LINC00607	646324
IGHV1OR15-3	646370
LOC646383	646383
REREP3	646396
SHC1	6464
TPTE2P1	646405
EBF2	64641
SPINK8	646424
MFSD14A	64645
ARIH2OS	646450
C19orf67	646457
LOC646471	646471
SPANXD	64648
FABP9	646480
FABP12	646486
C3orf84	646498
FAM90A27P	646508
CSRNP1	64651
LOC646522	646522
LOC646548	646548
HHIP-AS1	646576
LOC646588	646588
IGF2BP2-AS1	646600
C4orf51	646603
URAD	646625
LOC646626	646626
LYPD8	646627
SPANXC	64663
SBK2	646643
LOC646652	646652
SYNDIG1L	646658
NIPBL-DT	646719
LINC02618	646730
LOC646736	646736
PRSS40B	646743
TRIM64C	646754
LOC646762	646762
ZAR1L	646799
FBXW4	6468
CYP4F62P	646802
LOC646813	646813
SETSIP	646817
ANAPC1	64682
FAM227A	646851
RNF225	646862
ZNF723	646864
GORASP1	64689
SH2D7	646892
SHH	6469
LOC646903	646903
ZNF806	646915
CTAGE1	64693
LOC646938	646938
MINDY4B	646951
PRSS56	646960
HRCT1	646962
LOC646976	646976
LINC00598	646982
TMPRSS3	64699
SHMT1	6470
YY1P2	647012
C6orf132	647024
PA2G4P4	647033
GOLGA6L10	647042
SPATA31A1	647060
LOC647070	647070
COPS7B	64708
STMP1	647087
NUCKS1	64710
LINC01192	647107
HS3ST6	64711
EMBP1	647121
SRGAP2B	647135
PDIA2	64714
C13orf42	647166
SERPINE3	647174
UNKL	64718
RPS16P5	647190
SHMT2	6472
MROH3P	647215
ASCL5	647219
LOC647264	647264
RD3L	647286
CTAGE11P	647288
SHOX	6473
GMNC	647309
TEX22	647310
LINC02026	647323
LINC00254	64735
SHOX2	6474
WDR13	64743
SMAP2	64744
METTL17	64745
ACBD3	64746
MFSD1	64747
FRG2EP	647476
PLPPR2	64748
SMURF2	64750
CCDC136	64753
SMYD3	64754
C16orf58	64755
ATPAF1	64756
MARC1	64757
ANHX	647589
TNS3	64759
SI	6476
FAM160B2	64760
PARP12	64761
GAREM1	64762
ZNF574	64763
CREB3L2	64764
S100PBP	64766
IPPK	64768
MEAF6	64769
SIAH1	6477
CCDC14	64770
C6orf106	64771
ENGASE	64772
PCED1A	64773
C11orf1	64776
RMND5B	64777
FNDC3B	64778
MTHFSD	64779
SIAH2	6478
MICAL1	64780
CERK	64781
AEN	64782
RBM15	64783
CRTC3	64784
GINS3	64785
OCLNP1	647859
TBC1D15	64786
EPS8L2	64787
LMF1	64788
EXO5	64789
IFT22	64792
CEP85	64793
DDX31	64794
MIR924HG	647946
RMND5A	64795
NORAD	647979
DEPTOR	64798
IQCH	64799
BMI1	648
ST6GAL1	6480
EFCAB6	64800
ARV1	64801
NMNAT1	64802
P2RY12	64805
IL25	64806
CYP3A43	64816
ST3GAL1	6482
ST3GAL2	6483
ELOVL1	64834
KLC2	64837
FNDC4	64838
FBXL17	64839
ST3GAL4	6484
PORCN	64840
GNPNAT1	64841
ISL2	64843
MARCH7	64844
SPATA20	64847
YTHDC2	64848
SLC13A3	64849
ETNPPL	64850
TUT1	64852
AIDA	64853
USP46	64854
FAM129B	64855
VWA1	64856
PLEKHG2	64857
DCLRE1B	64858
NABP1	64859
ARMCX5	64860
METTL4	64863
RFX7	64864
CDCP1	64866
LL22NC03-63E9.3	648691
ST3GAL3	6487
ACTG1P4	648740
PPP1R3G	648791
EFL1P1	648809
PCDH20	64881
ST8SIA1	6489
PAPOLG	64895
C12orf43	64897
LOC648987	648987
BMP1	649
PMEL	6490
LPIN3	64900
RANBP17	64901
AGXT2	64902
STIL	6491
LOC649133	649133
ZSCAN5C	649137
PRAMENP	649179
BCL11B	64919
SIM1	6492
CASD1	64921
LRRC19	64922
PNMA6E	649238
SLC30A5	64924
CCDC71	64925
RASAL3	64926
CES5AP1	649264
TTC23	64927
MRPL14	64928
SIM2	6493
PRAMEF34P	649324
HNRNPCL3	649330
LOC649352	649352
YWHAEP1	649395
SIPA1	6494
STAG3L4	64940
NT5DC2	64943
DLGAP1-AS1	649446
CENPH	64946
MRPS26	64949
SIX1	6495
MRPS24	64951
SIX3	6496
MRPS15	64960
MRPS11	64963
MRPS9	64965
MRPS6	64968
MRPS5	64969
SKI	6497
MRPL41	64975
MRPL40	64976
MRPL38	64978
MRPL36	64979
SKIL	6498
MRPL34	64981
MRPL32	64983
SKIV2L	6499
RPL23AP64	649946
BMP2	650
SKP1	6500
MRPL11	65003
MRPL9	65005
MRPL1	65008
NDRG4	65009
SLC26A6	65010
SLC26A10	65012
PINK1	65018
SKP2	6502
LOC650226	650226
SLA	6503
TSSC2	650368
SLAMF1	6504
SLC1A1	6505
REEP1	65055
GPBP1	65056
ACD	65057
RAPH1	65059
SLC1A2	6506
CDK15	65061
TMEM237	65062
BEND3P3	650623
NBEAL1	65065
ABCA17P	650655
GAS6-AS1	650669
SLC1A3	6507
CFLAR-AS1	65072
IMPA1P1	650747
RTN4R	65078
MIPEPP3	650794
SLC4A3	6508
MRPL44	65080
VPS33A	65082
NOL6	65083
TMEM135	65084
SLC1A4	6509
JMJD4	65094
KRI1	65095
BMP3	651
SLC1A5	6510
MARCKSL1	65108
UPF3B	65109
SLC1A6	6511
UPF3A	65110
RSRC2	65117
SLC1A7	6512
PRAMEF1	65121
PRAMEF2	65122
INTS3	65123
SOWAHC	65124
WNK1	65125
SLC2A1	6513
ZNF192P1	651302
LOC651337	651337
SLC2A2	6514
FLJ38576	651430
SLC2A3	6515
SLC2A4	6517
ANKRD33B	651746
SLC2A5	6518
SLC3A1	6519
BMP4	652
SLC3A2	6520
SLC4A1	6521
PCDH15	65217
SLC4A2	6522
NADK	65220
LOC652276	652276
SLC5A1	6523
SLC5A2	6524
ZFP69B	65243
SPATS2	65244
ZSWIM4	65249
SMTN	6525
CPLANE1	65250
ZNF649	65251
MPPE1	65258
SLC5A3	6526
COA7	65260
PYCR3	65263
UBE2Z	65264
C8orf33	65265
WNK4	65266
WNK3	65267
WNK2	65268
SLC5A4	6527
SLC5A5	6528
SLC6A1	6529
SNORA48	652965
SNORD10	652966
CASTOR1	652968
LRRC37A5P	652972
SKOR2	652991
UCA1	652995
BMP5	653
SLC6A2	6530
GOLGA8S	653061
XAGE1B	653067
GOLGA8J	653073
GOLGA8T	653075
LOC653080	653080
ZDHHC11B	653082
SLC6A3	6531
FAM86FP	653113
ZBTB8A	653121
FAM74A6	653123
GOLGA8K	653125
FAM228A	653140
ANXA8	653145
NBPF6	653149
LOC653160	653160
RPSAP9	653162
OR1D4	653166
GUSBP3	653188
ABCC6P1	653190
TRIM43B	653192
SLC6A4	6532
FAM230A	653203
XAGE1A	653220
AGAP10P	653234
GTF2H2B	653238
KRTAP4-11	653240
PRB2	653247
AGAP7P	653268
POTEI	653269
CFC1B	653275
CT47A7	653282
SLC6A6	6533
ASAH2B	653308
FAM153C	653316
KIAA0895L	653319
FAM86B2	653333
NCF1	653361
SORD2P	653381
RRN3P2	653390
GSTTP2	653399
SLC6A7	6534
FOXD4L6	653404
SPAG11A	653423
FOXD4L5	653427
AQP12B	653437
SRGAP2C	653464
MRPL45P2	653479
AFDN-DT	653483
SCGB1C2	653486
RGPD3	653489
PSG10P	653492
LGALS7B	653499
SLC6A8	6535
PPIAL4A	653505
SFTPA1	653509
LOC653513	653513
GPR89A	653519
TP53TG3C	653550
SLC6A10PB	653562
TMEM236	653567
PHLDB3	653583
PPIAL4C	653598
SLC6A9	6536
HIST2H3D	653604
PRAMEF22	653606
PRAMEF15	653619
WASH7P	653635
GOLGA6C	653641
GOLGA6D	653643
TBC1D3P1-DHX40P1	653645
LOC653653	653653
MBD3L4	653656
MBD3L3	653657
TMEM183B	653659
SEC1P	653677
FAM226B	653687
GSTT2B	653689
TCAF2P1	653691
LOC653712	653712
GOLGA8M	653720
POTEJ	653781
MZT2A	653784
OTOAP1	653786
SLC6A11	6538
ZG16	653808
FAM72B	653820
ACTR3C	653857
SLC6A12	6539
BMP6	654
SLC6A13	6540
SLC7A1	6541
SLC7A2	6542
OCM	654231
ZNF732	654254
SLC8A2	6543
SNORA5A	654319
SNORA8	654320
SNORA75	654321
SNORA13	654322
LSP1P4	654342
LGALS9C	654346
NME1-NME2	654364
FAM138B	654412
LRTM2	654429
PAX8-AS1	654433
SNHG20	654434
FER1L6	654463
FGF7P3	654466
BOLA2B	654483
FAM30C	654499
SLC7A4	6545
IQCJ	654502
SLC8A1	6546
SLC8A3	6547
LOC654780	654780
PCP4L1	654790
SLC9A1	6548
NCF1B	654816
NCF1C	654817
FAM138C	654835
LOC654841	654841
SLC9A2	6549
BMP7	655
SLC9A3	6550
SLC9A5	6553
SLC10A1	6554
SLC10A2	6555
SLC11A1	6556
SLC12A1	6557
SLC12A2	6558
SLC12A3	6559
BMP8B	656
SLC12A4	6560
SLC13A1	6561
SLC14A1	6563
SLC15A1	6564
SLC15A2	6565
SLC16A1	6566
SLC16A2	6567
SLC17A1	6568
SLC34A1	6569
BMPR1A	657
SLC18A1	6570
SLC18A2	6571
SLC18A3	6572
SLC19A1	6573
SLC20A1	6574
SLC20A2	6575
SLC25A1	6576
SLCO2A1	6578
SLCO1A2	6579
BMPR1B	658
SLC22A1	6580
SLC22A3	6581
SLC22A2	6582
SLC22A4	6583
SLC22A5	6584
SLIT1	6585
SLIT3	6586
SLN	6588
BMPR2	659
SLPI	6590
SNAI2	6591
SMARCA1	6594
SMARCA2	6595
HLTF	6596
SMARCA4	6597
STK33	65975
PLEKHA3	65977
PHACTR4	65979
SMARCB1	6598
BRD9	65980
CAPRIN2	65981
ZSCAN18	65982
GRAMD2B	65983
AACS	65985
ZBTB10	65986
KCTD14	65987
ZNF747	65988
DLK2	65989
SMARCC1	6599
FAM173A	65990
FUNDC2	65991
DDRGK1	65992
MRPS34	65993
CENPBD1P1	65996
RASL11B	65997
C11orf95	65998
LRRC61	65999
BMX	660
TMEM108	66000
CYP4F12	66002
LYNX1	66004
CHID1	66005
TRAK2	66008
SMARCC2	6601
SMARCD1	6602
SMARCD2	6603
SLC2A11	66035
MTMR9	66036
BOLL	66037
SMARCD3	6604
SMARCE1	6605
SMN1	6606
SMN2	6607
SMO	6608
SMPD1	6609
POLR3D	661
SMPD2	6610
SMS	6611
SUMO3	6612
SUMO2	6613
SIGLEC1	6614
SNAI1	6615
SNAP25	6616
SNAPC1	6617
SNAPC2	6618
SNAPC3	6619
BNIP1	662
SNCB	6620
SNAPC4	6621
SNCA	6622
SNCG	6623
FSCN1	6624
SNRNP70	6625
SNRPA	6626
SNRPA1	6627
SNRPB	6628
SNRPB2	6629
BNIP2	663
SNRPC	6631
SNRPD1	6632
SNRPD2	6633
SNRPD3	6634
SNRPE	6635
SNRPF	6636
SNRPG	6637
SNRPN	6638
BNIP3	664
SNTA1	6640
SNTB1	6641
SNX1	6642
SNX2	6643
SNTB2	6645
SOAT1	6646
MIR539	664612
MIR544A	664613
MIR545	664614
MIR376A2	664615
MIR487B	664616
MIR542	664617
HSP90AB4P	664618
SOD1	6647
ZNF826P	664701
HNRNPA1P10	664709
SOD2	6648
SOD3	6649
BNIP3L	665
CAPN15	6650
SON	6651
SORD	6652
SORL1	6653
SOS1	6654
SOS2	6655
SOX1	6656
SOX2	6657
SOX3	6658
SOX4	6659
BOK	666
SOX5	6660
SOX9	6662
SOX10	6663
SOX11	6664
SOX15	6665
SOX12	6666
SP1	6667
SP2	6668
DST	667
SP3	6670
SP4	6671
SP100	6672
SPAG1	6674
UAP1	6675
SPAG4	6676
SPAM1	6677
SPARC	6678
FOXL2	668
SPAST	6683
SPG7	6687
SPI1	6688
SPIB	6689
BPGM	669
SPINK1	6690
SPINK2	6691
SPINT1	6692
SPN	6693
SPP2	6694
SPOCK1	6695
SPP1	6696
SPR	6697
SPRR1A	6698
SPRR1B	6699
BPHL	670
SPRR2A	6700
SPRR2B	6701
SPRR2C	6702
SPRR2D	6703
SPRR2E	6704
SPRR2F	6705
SPRR2G	6706
SPRR3	6707
SPTA1	6708
SPTAN1	6709
BPI	671
SPTB	6710
SPTBN1	6711
SPTBN2	6712
SQLE	6713
SRC	6714
SRD5A1	6715
SRD5A2	6716
SRI	6717
AKR1D1	6718
SRD5A1P1	6719
BRCA1	672
SREBF1	6720
SREBF2	6721
SRF	6722
SRM	6723
SRMS	6725
SRP9	6726
SRP14	6727
SRP19	6728
SRP54	6729
BRAF	673
SRP68	6730
SRP72	6731
SRPK1	6732
SRPK2	6733
SRPRA	6734
SRY	6736
TRIM21	6737
RO60	6738
SSB	6741
SSBP1	6742
ITPRID2	6744
SSR1	6745
SSR2	6746
SSR3	6747
SSR4	6748
SSRP1	6749
BRCA2	675
SST	6750
SSTR1	6751
SSTR2	6752
SSTR3	6753
SSTR4	6754
SSTR5	6755
SSX1	6756
SSX2	6757
SSX5	6758
SSX4	6759
BRDT	676
SS18	6760
ST5	6764
ST13	6767
ST14	6768
STAC	6769
ZFP36L1	677
STAR	6770
STAT1	6772
STAT2	6773
STAT3	6774
STAT4	6775
STAT5A	6776
SCARNA3	677679
SCARNA20	677681
STAT5B	6777
SCARNA21	677763
SCARNA18	677765
SCARNA2	677766
SCARNA7	677767
SCARNA13	677768
SCARNA17	677769
SCARNA22	677770
SCARNA4	677771
SCARNA6	677772
SCARNA23	677773
SCARNA1	677774
SCARNA5	677775
SCARNA8	677776
SCARNA12	677777
SCARNA15	677778
LINC00488	677779
SCARNA11	677780
SCARNA16	677781
FAM138D	677784
SNORA1	677792
SNORA2A	677793
SNORA2B	677794
SNORA5B	677795
SNORA5C	677796
